cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,sample_or_record_type_s,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
2324,fish_metrics_INTLLOTPIND,INTLLOTPIND,Fish,NRSA 2324 Fish Metrics,% intolerant lotic individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INTLLOTPTAX,INTLLOTPTAX,Fish,NRSA 2324 Fish Metrics,% intolerant lotic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INTLMIGRNTAX,INTLMIGRNTAX,Fish,NRSA 2324 Fish Metrics,Number of intolerant migratory taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INTLMIGRPIND,INTLMIGRPIND,Fish,NRSA 2324 Fish Metrics,% intolerant migratory individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INTLMIGRPTAX,INTLMIGRPTAX,Fish,NRSA 2324 Fish Metrics,% intolerant migratory taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INTLNTAX,INTLNTAX,Fish,NRSA 2324 Fish Metrics,No. distinct intolerant taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_INTLPIND,INTLPIND,Fish,NRSA 2324 Fish Metrics,% Intolerant individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_INTLPTAX,INTLPTAX,Fish,NRSA 2324 Fish Metrics,% Intolerant taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_INTLRHEONTAX,INTLRHEONTAX,Fish,NRSA 2324 Fish Metrics,Number of intolerant rheophilic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INTLRHEOPIND,INTLRHEOPIND,Fish,NRSA 2324 Fish Metrics,% intolerant rheophilic individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INTLRHEOPTAX,INTLRHEOPTAX,Fish,NRSA 2324 Fish Metrics,% intolerant rheophilic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INVNTAX,INVNTAX,Fish,NRSA 2324 Fish Metrics,Number of invertivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INVPIND,INVPIND,Fish,NRSA 2324 Fish Metrics,% invertivore individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_INVPTAX,INVPTAX,Fish,NRSA 2324 Fish Metrics,% invertivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_LITHNTAX,LITHNTAX,Fish,NRSA 2324 Fish Metrics,No. lithophilic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_LITHPIND,LITHPIND,Fish,NRSA 2324 Fish Metrics,% lithophilic individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_LITHPTAX,LITHPTAX,Fish,NRSA 2324 Fish Metrics,% lithophilic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_LOTNTAX,LOTNTAX,Fish,NRSA 2324 Fish Metrics,Number of lotic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_LOTPIND,LOTPIND,Fish,NRSA 2324 Fish Metrics,% lotic individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_LOTPTAX,LOTPTAX,Fish,NRSA 2324 Fish Metrics,% lotic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_MIGRNTAX,MIGRNTAX,Fish,NRSA 2324 Fish Metrics,Number of migratory taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_MIGRPIND,MIGRPIND,Fish,NRSA 2324 Fish Metrics,% migratory individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_MIGRPTAX,MIGRPTAX,Fish,NRSA 2324 Fish Metrics,% migratory taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_MTOLNTAX,MTOLNTAX,Fish,NRSA 2324 Fish Metrics,No. distinct intermediate tolerant taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_MTOLPIND,MTOLPIND,Fish,NRSA 2324 Fish Metrics,% Intermediate tolerant individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_MTOLPTAX,MTOLPTAX,Fish,NRSA 2324 Fish Metrics,% intermediate tolerant taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_BENTINVNTAX,NAT_BENTINVNTAX,Fish,NRSA 2324 Fish Metrics,Number of native benthic invertivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_BENTINVPIND,NAT_BENTINVPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as benthic invertivore,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_BENTINVPTAX,NAT_BENTINVPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as benthic invertivore,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CARNNTAX,NAT_CARNNTAX,Fish,NRSA 2324 Fish Metrics,Number of native carnivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CARNPIND,NAT_CARNPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as carnivore,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CARNPTAX,NAT_CARNPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as carnivore,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CATONTAX,NAT_CATONTAX,Fish,NRSA 2324 Fish Metrics,No. native Catostomid taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CATOPIND,NAT_CATOPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as Catostomid,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CATOPTAX,NAT_CATOPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as Catostomid,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CENTNTAX,NAT_CENTNTAX,Fish,NRSA 2324 Fish Metrics,Number of native Centrarchidae (minus Micropterus) taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CENTPIND,NAT_CENTPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as Centrarchidae (minus Micropterus),,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CENTPTAX,NAT_CENTPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as Centrarchidae (minus Micropterus),,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_COLDNTAX,NAT_COLDNTAX,Fish,NRSA 2324 Fish Metrics,Number of native coldwater taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_COLDPIND,NAT_COLDPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as coldwater,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_COLDPTAX,NAT_COLDPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as coldwater,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CYPRNTAX,NAT_CYPRNTAX,Fish,NRSA 2324 Fish Metrics,Number of native Cyprinidae taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CYPRPIND,NAT_CYPRPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as Cyprinidae,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_CYPRPTAX,NAT_CYPRPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as Cyprinidae,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_HERBNTAX,NAT_HERBNTAX,Fish,NRSA 2324 Fish Metrics,Number of native herbivores taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_HERBPIND,NAT_HERBPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as native herbivores,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_HERBPTAX,NAT_HERBPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as native herbivores,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_ICTANTAX,NAT_ICTANTAX,Fish,NRSA 2324 Fish Metrics,Number of native Ictaluridae taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_ICTAPIND,NAT_ICTAPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as Ictaluridae,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_ICTAPTAX,NAT_ICTAPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as Ictaluridae,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLCARNNTAX,NAT_INTLCARNNTAX,Fish,NRSA 2324 Fish Metrics,No. of native intolerant carnivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLCARNPIND,NAT_INTLCARNPIND,Fish,NRSA 2324 Fish Metrics,% native intolerant carnivore individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLCARNPTAX,NAT_INTLCARNPTAX,Fish,NRSA 2324 Fish Metrics,% native intolerant carnivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLINVNTAX,NAT_INTLINVNTAX,Fish,NRSA 2324 Fish Metrics,Number of native intolerant invertivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLINVPIND,NAT_INTLINVPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as intolerant invertivore,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLINVPTAX,NAT_INTLINVPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as intolerant invertivore,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLLOTNTAX,NAT_INTLLOTNTAX,Fish,NRSA 2324 Fish Metrics,Number of native intolerant lotic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLLOTPIND,NAT_INTLLOTPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as intolerant lotic,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLLOTPTAX,NAT_INTLLOTPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as intolerant lotic,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLMIGRNTAX,NAT_INTLMIGRNTAX,Fish,NRSA 2324 Fish Metrics,Number of native intolerant migratory taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLMIGRPIND,NAT_INTLMIGRPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as intolerant migratory,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLMIGRPTAX,NAT_INTLMIGRPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as intolerant migratory,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLNTAX,NAT_INTLNTAX,Fish,NRSA 2324 Fish Metrics,No. distinct intolerant native taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLPIND,NAT_INTLPIND,Fish,NRSA 2324 Fish Metrics,% Intolerant native individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLPTAX,NAT_INTLPTAX,Fish,NRSA 2324 Fish Metrics,% Intolerant native taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLRHEONTAX,NAT_INTLRHEONTAX,Fish,NRSA 2324 Fish Metrics,Number of native intolerant rheophilic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLRHEOPIND,NAT_INTLRHEOPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as intolerant rheophilic,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INTLRHEOPTAX,NAT_INTLRHEOPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as intolerant rheophilic,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INVNTAX,NAT_INVNTAX,Fish,NRSA 2324 Fish Metrics,Number of native invertivores taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INVPIND,NAT_INVPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as invertivores,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_INVPTAX,NAT_INVPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as invertivores,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_LITHNTAX,NAT_LITHNTAX,Fish,NRSA 2324 Fish Metrics,Number of native simple lithophils taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_LITHPIND,NAT_LITHPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as simple lithophils,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_LITHPTAX,NAT_LITHPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as simple lithophils,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_LOTNTAX,NAT_LOTNTAX,Fish,NRSA 2324 Fish Metrics,Number of native lotic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_LOTPIND,NAT_LOTPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as lotic,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_LOTPTAX,NAT_LOTPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as lotic,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_MIGRNTAX,NAT_MIGRNTAX,Fish,NRSA 2324 Fish Metrics,No. native migratory taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_MIGRPIND,NAT_MIGRPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as migratory,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_MIGRPTAX,NAT_MIGRPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as migratory,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_MTOLNTAX,NAT_MTOLNTAX,Fish,NRSA 2324 Fish Metrics,No. distinct intermediate tolerant native taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_MTOLPIND,NAT_MTOLPIND,Fish,NRSA 2324 Fish Metrics,% Intermediate tolerant native individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_MTOLPTAX,NAT_MTOLPTAX,Fish,NRSA 2324 Fish Metrics,% intermediate tolerant native taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLBENTNTAX,NAT_NTOLBENTNTAX,Fish,NRSA 2324 Fish Metrics,No. native non-tolerant benthic taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLBENTPIND,NAT_NTOLBENTPIND,Fish,NRSA 2324 Fish Metrics,% native non-tolerant benthic individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLBENTPTAX,NAT_NTOLBENTPTAX,Fish,NRSA 2324 Fish Metrics,% native non-tolerant benthic taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLCARNNTAX,NAT_NTOLCARNNTAX,Fish,NRSA 2324 Fish Metrics,No. native non-tolerant carnivore taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLCARNPIND,NAT_NTOLCARNPIND,Fish,NRSA 2324 Fish Metrics,% native non-tolerant carnivore individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLCARNPTAX,NAT_NTOLCARNPTAX,Fish,NRSA 2324 Fish Metrics,% native non-tolerant carnivore taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLINVNTAX,NAT_NTOLINVNTAX,Fish,NRSA 2324 Fish Metrics,No. native non-tolerant invertivore taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLINVPIND,NAT_NTOLINVPIND,Fish,NRSA 2324 Fish Metrics,% native non-tolerant invertivore individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLINVPTAX,NAT_NTOLINVPTAX,Fish,NRSA 2324 Fish Metrics,% native non-tolerant invertivore taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLNTAX,NAT_NTOLNTAX,Fish,NRSA 2324 Fish Metrics,No. native non-tolerant taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLPIND,NAT_NTOLPIND,Fish,NRSA 2324 Fish Metrics,% native non-tolerant individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_NTOLPTAX,NAT_NTOLPTAX,Fish,NRSA 2324 Fish Metrics,% native non-tolerant taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_OMNINTAX,NAT_OMNINTAX,Fish,NRSA 2324 Fish Metrics,No. native omnivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_OMNIPIND,NAT_OMNIPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as omnivore,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_OMNIPTAX,NAT_OMNIPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as omnivore,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_PIND,NAT_PIND,Fish,NRSA 2324 Fish Metrics,native % of total individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_PTAX,NAT_PTAX,Fish,NRSA 2324 Fish Metrics,native % of total taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_RBCATONTAX,NAT_RBCATONTAX,Fish,NRSA 2324 Fish Metrics,No. native round-bodied sucker taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_RBCATOPIND,NAT_RBCATOPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as round-bodied sucker,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_RBCATOPTAX,NAT_RBCATOPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as round-bodied sucker,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_RHEONTAX,NAT_RHEONTAX,Fish,NRSA 2324 Fish Metrics,No. native rheophilic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_RHEOPIND,NAT_RHEOPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as rheophilic,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_RHEOPTAX,NAT_RHEOPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as rheophilic,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_SALMNTAX,NAT_SALMNTAX,Fish,NRSA 2324 Fish Metrics,No. native salmonid taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_SALMPIND,NAT_SALMPIND,Fish,NRSA 2324 Fish Metrics,% native individuals as salmonid,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_SALMPTAX,NAT_SALMPTAX,Fish,NRSA 2324 Fish Metrics,% native taxa as salmonid,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_TOLRNTAX,NAT_TOLRNTAX,Fish,NRSA 2324 Fish Metrics,No. distinct Tolerant native taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_TOLRPIND,NAT_TOLRPIND,Fish,NRSA 2324 Fish Metrics,% Tolerant native individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_TOLRPTAX,NAT_TOLRPTAX,Fish,NRSA 2324 Fish Metrics,% Tolerant native taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_TOTLNIND,NAT_TOTLNIND,Fish,NRSA 2324 Fish Metrics,Total native individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_TOTLNTAX,NAT_TOTLNTAX,Fish,NRSA 2324 Fish Metrics,Total native taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NAT_WTD_TV,NAT_WTD_TV,Fish,NRSA 2324 Fish Metrics,Weighted average tolerance value among natives,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLBENTNTAX,NTOLBENTNTAX,Fish,NRSA 2324 Fish Metrics,No. non-tolerant benthic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLBENTPIND,NTOLBENTPIND,Fish,NRSA 2324 Fish Metrics,% non-tolerant benthic individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLBENTPTAX,NTOLBENTPTAX,Fish,NRSA 2324 Fish Metrics,% non-tolerant benthic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLCARNNTAX,NTOLCARNNTAX,Fish,NRSA 2324 Fish Metrics,No. non-tolerant carnivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLCARNPIND,NTOLCARNPIND,Fish,NRSA 2324 Fish Metrics,% non-tolerant carnivore individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLCARNPTAX,NTOLCARNPTAX,Fish,NRSA 2324 Fish Metrics,% non-tolerant carnivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLINVNTAX,NTOLINVNTAX,Fish,NRSA 2324 Fish Metrics,No. non-tolerant invertivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLINVPIND,NTOLINVPIND,Fish,NRSA 2324 Fish Metrics,% non-tolerant invertivore individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLINVPTAX,NTOLINVPTAX,Fish,NRSA 2324 Fish Metrics,% non-tolerant invertivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_NTOLNTAX,NTOLNTAX,Fish,NRSA 2324 Fish Metrics,no. non-tolerant (TOLERANCE_NRSA=(S)ensitive/(I)ntermediate) taxa,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_NTOLPIND,NTOLPIND,Fish,NRSA 2324 Fish Metrics,% non-tolerant (TOLERANCE_NRSA=(S)ensitive/(I)ntermediate) individuals,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_NTOLPTAX,NTOLPTAX,Fish,NRSA 2324 Fish Metrics,% non-tolerant (TOLERANCE_NRSA=(S)ensitive/(I)ntermediate) taxa,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_OMNINTAX,OMNINTAX,Fish,NRSA 2324 Fish Metrics,No. omnivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_OMNIPIND,OMNIPIND,Fish,NRSA 2324 Fish Metrics,% omnivore individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_OMNIPTAX,OMNIPTAX,Fish,NRSA 2324 Fish Metrics,% omnivore taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_PSTL_CODE,PSTL_CODE,Fish,NRSA 2324 Fish Metrics,"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing or \blank\"" values allowed.""",,,,,Single metadata definition,fish_metrics,15,1
2324,fish_metrics_PUBLICATION_DATE,PUBLICATION_DATE,Fish,NRSA 2324 Fish Metrics,Date of data file publication,,,,,Single metadata definition,fish_metrics,16,1
2324,fish_metrics_RBCATONTAX,RBCATONTAX,Fish,NRSA 2324 Fish Metrics,No. round-bodied sucker taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_RBCATOPIND,RBCATOPIND,Fish,NRSA 2324 Fish Metrics,% round-bodied sucker individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_RBCATOPTAX,RBCATOPTAX,Fish,NRSA 2324 Fish Metrics,% round-bodied sucker taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_RHEONTAX,RHEONTAX,Fish,NRSA 2324 Fish Metrics,No. rheophilic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_RHEOPIND,RHEOPIND,Fish,NRSA 2324 Fish Metrics,% rheophilic individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_RHEOPTAX,RHEOPTAX,Fish,NRSA 2324 Fish Metrics,% rheophilic taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_SALMNTAX,SALMNTAX,Fish,NRSA 2324 Fish Metrics,No. Salmonid taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_SALMPIND,SALMPIND,Fish,NRSA 2324 Fish Metrics,% Salmonid individuals,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_SALMPTAX,SALMPTAX,Fish,NRSA 2324 Fish Metrics,% Salmonid taxa,,,,,Single metadata definition,fish_metrics,1,1
2324,fish_metrics_SITE_ID,SITE_ID,Fish,NRSA 2324 Fish Metrics,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing or \blank\"" values allowed.""",,,,,Single metadata definition,fish_metrics,15,1
2324,fish_metrics_TOLRNTAX,TOLRNTAX,Fish,NRSA 2324 Fish Metrics,No. distinct Tolerant taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_TOLRPIND,TOLRPIND,Fish,NRSA 2324 Fish Metrics,% Tolerant individuals based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_TOLRPTAX,TOLRPTAX,Fish,NRSA 2324 Fish Metrics,% Tolerant taxa based on TOLERANCE_NRSA,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_TOTLNIND,TOTLNIND,Fish,NRSA 2324 Fish Metrics,Total no. individuals,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_TOTLNTAX,TOTLNTAX,Fish,NRSA 2324 Fish Metrics,Total no. distinct taxa,,,,,Single metadata definition,fish_metrics,2,1
2324,fish_metrics_UID,UID,Fish,NRSA 2324 Fish Metrics,Unique site visit ID,,,,,Single metadata definition,fish_metrics,15,1
2324,fish_metrics_UNIQUE_ID,UNIQUE_ID,Fish,NRSA 2324 Fish Metrics,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,,,,,Single metadata definition,fish_metrics,15,1
