cycle,source_dataset,indicator,database_style_key,epa_short_name,epa_definition_what_it_measures,sample_or_record_type,legal_values_format,range_low,range_high,metadata_name_column,convenience_prefix
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TOTLNIND,TOTLNIND,Number of individuals in sample,BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TOTLNIND,TOTLNIND,Number of individuals in sample,BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TOTLNTAX,TOTLNTAX,Number of distinct taxa in sample,BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TOTLNTAX,TOTLNTAX,Number of distinct taxa in sample,BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICNTAX,TRICNTAX,No. of Trichoptera taxa,BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICNTAX,TRICNTAX,No. of Trichoptera taxa,BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICPIND,TRICPIND,% Trichoptera individuals,BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICPIND,TRICPIND,% Trichoptera individuals,BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICPTAX,TRICPTAX,% Trichoptera taxa,BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TRICPTAX,TRICPTAX,% Trichoptera taxa,BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDNTAX,TUBINAIDNTAX,No. of Tubificidae and Naididae taxa,BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDNTAX,TUBINAIDNTAX,No. of Tubificidae and Naididae taxa,BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDPIND,TUBINAIDPIND,% Tubificidae and Naididae individuals,BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDPIND,TUBINAIDPIND,% Tubificidae and Naididae individuals,BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDPTAX,TUBINAIDPTAX,% Tubificidae and Naididae taxa,BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_TUBINAIDPTAX,TUBINAIDPTAX,% Tubificidae and Naididae taxa,BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_UID,UID,Unique site visit ID,,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_UNIQUE_ID,UNIQUE_ID,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_VISIT_NO,VISIT_NO,Number identifying which visit this is,VERIF,|1|2,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_WTD_TV,WTD_TV,"Hilsenhoff Biotic Index (HBI), sum of TV_i*prop_i, where TV_i=tolerance value for species i and prop_i=proportion of taxon i in sample, based on all taxa in sample",BERW,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic Metrics,Benthic Macroinvertebrates,benthic_metrics_WTD_TV,WTD_TV,"Hilsenhoff Biotic Index (HBI), sum of TV_i*prop_i, where TV_i=tolerance value for species i and prop_i=proportion of taxon i in sample, based on all taxa in sample",BETB,,,,COLUMN_NAME,benthic_metrics
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_BENT_MMI_COND,BENT_MMI_COND,Condition class based on benthic MMI score,BERW,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_BENT_MMI_COND,BENT_MMI_COND,Condition class based on benthic MMI score,BETB,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_COMP_PT,COMP_PT,Metric score for composition metric,BERW,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_COMP_PT,COMP_PT,Metric score for composition metric,BETB,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_DATE_COL,DATE_COL,Date of data collection in field,VERIF,,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_DIVS_PT,DIVS_PT,Metric score for diversity metric,BERW,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_DIVS_PT,DIVS_PT,Metric score for diversity metric,BETB,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_FEED_PT,FEED_PT,Metric score for functional feeding group,BERW,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_FEED_PT,FEED_PT,Metric score for functional feeding group,BETB,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_HABT_PT,HABT_PT,Metric score for habit,BERW,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_HABT_PT,HABT_PT,Metric score for habit,BETB,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_MMI_BENT,MMI_BENT,Benthic MMI score,BERW,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_MMI_BENT,MMI_BENT,Benthic MMI score,BETB,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_PSTL_CODE,PSTL_CODE,"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing or \blank\"" values allowed.""",DESIGN,,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,,,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_RICH_PT,RICH_PT,Metric score for taxa richness,BERW,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_RICH_PT,RICH_PT,Metric score for taxa richness,BETB,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_SAMPLE_TYPE,SAMPLE_TYPE,Sample type; BETB = non-wadable method (Benthic Boatable) and BERW = wadeable method (Benthic Reach Wide),,,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_SITE_ID,SITE_ID,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing or \blank\"" values allowed.""",DESIGN,,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_TOLR_PT,TOLR_PT,Metric score for tolerance metric,BERW,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_TOLR_PT,TOLR_PT,Metric score for tolerance metric,BETB,Good|Fair|Poor|Not Assessed,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_UID,UID,Unique site visit ID,,,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_UNIQUE_ID,UNIQUE_ID,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,,,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic MMI,Benthic Macroinvertebrates,benthic_mmi_VISIT_NO,VISIT_NO,Number identifying which visit this is,VERIF,|1|2,,,COLUMN_NAME,benthic_mmi
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_CLASS,CLASS,Class name,TAXA: Algae,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_CLASS,CLASS,Class of taxon,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_FAMILY,FAMILY,Family name,TAXA: Algae,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_FAMILY,FAMILY,Family of taxon,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_FAMILY,FAMILY,Final taxon name within fish samples,TAXA: Vertebrate,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_FFG,FFG,"Functional feeding group used in metric calculations;Collector-filterer(CF),Collector-gatherer(CG),Parasite(PA),Piercer(PI),Scraper(SC),Shredder(SH)",TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_GENUS,GENUS,Genus name,TAXA: Algae,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_GENUS,GENUS,Genus of taxon,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_GENUS,GENUS,"Genus of taxon, if available",TAXA: Vertebrate,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_HABIT,HABIT,"Habit used in metric calculations;Burrower(BU),Climber(CB),Clinger(CN),Diver(DV),Planktonic(PK),Skater(SK),Sprawler(SP),Swimmer(SW)",TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_NON_TARGET,NON_TARGET,Operational taxon unit for NRSA O/E,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_ORDER,ORDER,Order name,TAXA: Algae,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_ORDER,ORDER,Order of taxon,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_PHYLUM,PHYLUM,Phylum name,TAXA: Algae,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_PHYLUM,PHYLUM,Phylum of taxon,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_PTV,PTV,Pollution tolerance value as assigned for NWSA,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_SUBFAMILY,SUBFAMILY,Subfamily of taxon,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_TARGET_TAXON,TARGET_TAXON,Name of taxon at target taxon level,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_TAXA_ID,TAXA_ID,Taxonomic ID number,,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Benthic Taxa List,Benthic Macroinvertebrates,benthic_taxa_TRIBE,TRIBE,Tribe of taxon,TAXA: Invertebrates,,,,COLUMN_NAME,benthic_taxa
2324,NRSA 2324 Enterococci,Enterococci,enterococci_ANALYTE,ANALYTE,Analyte,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_BATCH_ID,BATCH_ID,Laboratory Batch ID,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_COMMENT,COMMENT,Descriptive comment.,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_DATE_COL,DATE_COL,Date of data collection in field,VERIF,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_ENT_1X_CCE_100ML,ENT_1X_CCE_100ML,"Estimated enterococci CCE / 100 mL of water sample volume from ORD analysis of undiluted DNA extracts and CCE / extract calculations from EPA Method 1609 calculation spreadsheet. CCE are based on 15:1 calibrator target sequence equivalent (CSE) to CCE ratio established for RWQC guideline values. CCE / extract was multiplied by 100 ÷ filtered sample volume to obtain final estimate /100 ml. \QC fail\"" denotes analysis results that did not meet Method 1609 control assay acceptance criteria.""",ENTE,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_LAB,LAB,Laboratory processing sample,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_MATRIX,MATRIX,"Type of sample (e.g., water, sediment, tissue)",,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_NARS_FLAG,NARS_FLAG,"Flag assigned by NARS: ND = Non-detect, L = Estimated, Q = Quality-related issue, S = Shipping time exceedence, H = Holding time exceedence, NR = No lab result for analyte",ENTE,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_PSTL_CODE,PSTL_CODE,"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing or \blank\"" values allowed.""",DESIGN,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_SAM_CODE,SAM_CODE,"Sample code (e.g., regular, lab duplicate, lab split)",,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_SAMPLE_TYPE,SAMPLE_TYPE,Sample type,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_SITE_ID,SITE_ID,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing or \blank\"" values allowed.""",DESIGN,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_UID,UID,Unique site visit ID,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_UNIQUE_ID,UNIQUE_ID,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_UNITS,UNITS,Units,,,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Enterococci,Enterococci,enterococci_VISIT_NO,VISIT_NO,Number identifying which visit this is,VERIF,|1|2,,,COLUMN_NAME,enterococci
2324,NRSA 2324 Fish Count,Fish,fish_count_ANOM_CT,ANOM_CT,Total number of anomalies for taxon in sample,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_COUNT_12,COUNT_12,Tally of fish between 150 and 300 mm total length,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_COUNT_18,COUNT_18,Tally of fish between 300 and 450 mm total length,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_COUNT_19,COUNT_19,Tally of fish > 450 mm total length,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_COUNT_6,COUNT_6,Tally of fish < 150 mm total length,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_DATE_COL,DATE_COL,Date of data collection in field,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_FINAL_NAME,FINAL_NAME,Final common name assigned to fish count data,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_FISH_SAMPLING,FISH_SAMPLING,Fish Sampling - not conducted or suspended,,|NO_FISH|NOT_FISHED_REACH_MIN|NO_PERMIT|SITE_CONDITIONS|PERMIT_RESTRICT|EQUIPMENT_FAILURE|OTHER,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_IS_DISTINCT,IS_DISTINCT,Distinctness of taxon within sample,,0|1,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_NON_NATIVE,NON_NATIVE,Non-native status (Y/N),,N|Y,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_PSTL_CODE,PSTL_CODE,"State two letter postal code for site sampled. 50 state postal codes plus AS, MP, GU, PR, VI for American Samoa, Commonwealth of Northern Marianas, Guam, Puerto Rico and Virgin Islands. No missing or \blank\"" values allowed.""",,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_PUBLICATION_DATE,PUBLICATION_DATE,Date of data file publication,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_SAMPLED_FISH,SAMPLED_FISH,Whether site sampled sufficiently,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_SITE_ID,SITE_ID,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. No missing or \blank\"" values allowed.""",,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_TAXA_ID,TAXA_ID,Taxonomic ID number,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_TOTAL,TOTAL,Total number of individuals for taxon in sample,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_UID,UID,Unique site visit ID,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_UNIQUE_ID,UNIQUE_ID,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,,,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Count,Fish,fish_count_VISIT_NO,VISIT_NO,Number identifying which visit this is,,|1|2,,,COLUMN_NAME,fish_count
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_ALIENNTAX,ALIENNTAX,Number of non-native (alien) taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_ALIENPIND,ALIENPIND,% alien individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_ALIENPTAX,ALIENPTAX,% alien taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_ANOMPIND,ANOMPIND,% individuals with anomalies (% DELT anomalies),,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_BENTINVNTAX,BENTINVNTAX,Number of benthic invertivore taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_BENTINVPIND,BENTINVPIND,% benthic invertivore individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_BENTINVPTAX,BENTINVPTAX,% benthic invertivore taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CARNNTAX,CARNNTAX,Number of carnivore taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CARNPIND,CARNPIND,% carnivore individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CARNPTAX,CARNPTAX,% carnivore taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CATONTAX,CATONTAX,No. Catostomid taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CATOPIND,CATOPIND,% Catostomid individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CATOPTAX,CATOPTAX,% Catostomid taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CENTNTAX,CENTNTAX,Number of Centrarchidae taxa (minus Micropterus),,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CENTPIND,CENTPIND,% Centrarchidae individuals (minus Micropterus),,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CENTPTAX,CENTPTAX,% Centrarchidae taxa (minus Micropterus),,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_COLDNTAX,COLDNTAX,No. coldwater taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_COLDPIND,COLDPIND,% coldwater individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_COLDPTAX,COLDPTAX,% coldwater taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CYPRNTAX,CYPRNTAX,Number of Cyprinidae taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CYPRPIND,CYPRPIND,% Cyprinidae individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_CYPRPTAX,CYPRPTAX,% Cyprinidae taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_DATE_COL,DATE_COL,Date of data collection in field,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_HERBNTAX,HERBNTAX,Number of herbivores taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_HERBPIND,HERBPIND,% herbivores individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_HERBPTAX,HERBPTAX,% herbivores taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_ICTANTAX,ICTANTAX,No. Ictalurid taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_ICTAPIND,ICTAPIND,% Ictalurid individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_ICTAPTAX,ICTAPTAX,% Ictalurid taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLCARNNTAX,INTLCARNNTAX,No. of intolerant carnivore taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLCARNPIND,INTLCARNPIND,% intolerant carnivore individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLCARNPTAX,INTLCARNPTAX,% intolerant carnivore taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLINVNTAX,INTLINVNTAX,Number of intolerant invertivore taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLINVPIND,INTLINVPIND,% intolerant invertivore individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLINVPTAX,INTLINVPTAX,% intolerant invertivore taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLLOTNTAX,INTLLOTNTAX,Number of intolerant lotic taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLLOTPIND,INTLLOTPIND,% intolerant lotic individuals,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLLOTPTAX,INTLLOTPTAX,% intolerant lotic taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLMIGRNTAX,INTLMIGRNTAX,Number of intolerant migratory taxa,,,,,COLUMN_NAME,fish_metrics
2324,NRSA 2324 Fish Metrics,Fish,fish_metrics_INTLMIGRPIND,INTLMIGRPIND,% intolerant migratory individuals,,,,,COLUMN_NAME,fish_metrics
